id,ownorgid,orgacntid,inituserid,docdate,restbegsum,plnpaysum,aprvpaysum,restendsum,notes,active,locked,created_at,created_by,updated_at,updated_by
439,7,NULL,53,2020-11-24,37321.90,NULL,NULL,NULL,NULL,1,0,"2020-11-23 22:21:27",53,"2020-11-23 22:21:52",1
440,6,NULL,33,2020-11-24,1648070.55,NULL,NULL,NULL,NULL,1,0,"2020-11-23 22:49:27",33,"2020-11-24 04:27:53",1
441,15,NULL,56,2020-11-25,415053709.78,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:01:54",56,"2020-11-24 22:03:57",1
442,10,NULL,56,2020-11-25,26336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:04:36",56,"2020-11-24 22:04:36",1
443,160,NULL,56,2020-11-25,164435.00,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:04:59",56,"2020-11-24 22:04:59",1
444,2,NULL,55,2020-11-25,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:05:07",55,"2020-11-24 22:05:07",1
445,1,NULL,55,2020-11-25,17272688.08,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:05:17",55,"2020-11-24 22:05:37",1
446,19,NULL,56,2020-11-25,33151.82,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:05:20",56,"2020-11-24 22:06:20",1
447,14,NULL,56,2020-11-25,62809.52,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:07:55",56,"2020-11-24 22:07:55",1
448,7,NULL,53,2020-11-25,533491.85,NULL,NULL,NULL,NULL,1,0,"2020-11-24 22:13:12",53,"2020-11-24 22:13:38",1
